,id,PR
0,3637248,8.614811229735326e-05
1,294923,0.00018215590295001048
2,622604,0.00012600325016383184
3,753685,0.00011523146798469126
4,3145761,0.00011806753050846419
5,32807,0.00012154197090219262
6,852007,0.00011036991127681808
7,393257,0.00011927081842178114
8,753706,0.00044133843644121536
9,491565,8.439762601925751e-05
10,3178543,0.00010560769679139031
11,65590,0.0002065292734480892
12,327735,0.00023623803319976037
13,98361,0.0003841156484098107
14,74,9.849789015431551e-05
15,753742,0.0002829376909886093
16,196690,0.000296613570542882
17,65620,8.664889528053889e-05
18,327765,0.00016428071455484497
19,3211361,0.0002453291739155495
20,3276902,0.00022762408090196568
21,3506278,0.00012195222664568176
22,131178,0.00010108671640601013
23,262255,0.00024701020358932664
24,393345,0.00029165305214685097
25,557191,0.00046347659948778856
26,163977,9.638782266674802e-05
27,819344,0.00014667355673237572
28,98465,0.00019699436374861354
29,98467,8.286788714204501e-05
30,950441,8.9992020011059e-05
31,753833,0.00012931662219178906
32,786613,0.0001921371417673908
33,655547,0.00022756504752238554
34,32971,0.0001500679685813379
35,753868,0.00036967752210799004
36,164053,0.0003171041751036882
37,622805,0.0001894746940757224
38,3145947,8.719922382515382e-05
39,2064609,0.00018904656389449073
40,884962,0.00016971539748509385
41,524522,0.0003513800832850556
42,164093,0.00010824699157347108
43,491786,8.255236014636075e-05
44,688400,0.00010548617160540221
45,459027,8.255236014636075e-05
46,491802,0.00010810859643150792
47,753963,0.00022120315845257469
48,950571,0.00016252340708092114
49,2031918,0.0001976996208047659
50,753985,8.45254989989802e-05
51,328014,0.00012996187797683763
52,335,0.0002396860194756892
53,164175,0.00016870025278920567
54,65882,0.00024228068068342569
55,524634,8.631178369939033e-05
56,1016154,8.255236014636075e-05
57,164189,0.00012904328546140432
58,1507678,8.255236014636075e-05
59,196969,0.000127267464633087
60,295274,0.00024110668538024008
61,295276,0.000129108822138788
62,754032,0.00022829362723625997
63,196976,0.0005428122598910249
64,295285,9.31340537903685e-05
65,98688,0.0005485974580856728
66,688515,0.0006072070925830218
67,754055,0.00012132354138637408
68,33161,0.00016689878163217425
69,885138,0.0001650675246905909
70,98707,0.00010650370083640115
71,197040,8.690336059049376e-05
72,852405,8.78335974905254e-05
73,441,0.0003119878209890319
74,590265,0.00011099854942190479
75,590285,0.0001499066309286162
76,491996,9.655924108062115e-05
77,3178979,0.00022845895172017013
78,3539434,8.614498278491479e-05
79,360948,0.00010760186371343538
80,295415,0.00013117171063015408
81,950777,8.625468264734642e-05
82,360956,8.632814712426246e-05
83,131581,0.00016553244290411342
84,721409,0.00021475868212356359
85,98819,8.255236014636075e-05
86,492037,0.0001620762528803168
87,721416,0.0003224392403492435
88,328201,0.00018037601236476773
89,131603,0.00018375107653838165
90,950805,0.00011634083568025033
91,3670556,0.0002946331800268538
92,33316,8.255236014636075e-05
93,131624,8.255236014636075e-05
94,131627,0.00015592868062628775
95,754219,8.748115261662135e-05
96,885298,0.0004783292019673654
97,393789,0.0001586625315724039
98,131650,0.00019889829750681587
99,426564,0.0002669967441907192
100,754251,0.0002497243921759032
101,589,0.00032345248141111784
102,918111,0.00012566653960547798
103,328288,0.0001409026392648615
104,131681,0.00010508217190989641
105,590441,0.0001692868847295496
106,295545,0.00012642311813391266
107,918140,0.00041914837173011614
108,885375,0.00010655601331611511
109,98944,8.831017650951786e-05
110,492162,0.000258446225457408
111,262794,0.0002888487232800705
112,885387,0.0001242129157446054
113,590479,0.00011485193539281598
114,590483,0.0003240717247679975
115,3408531,0.00040631890818492014
116,656021,0.00018628471314513495
117,623254,0.0002170892475585585
118,164504,0.00016962841169543424
119,328352,0.0001672815699946657
120,688804,0.00019612110358029248
121,950956,9.657788053506e-05
122,852656,0.00018692161825130448
123,66228,8.394276470290544e-05
124,819894,9.335856634696382e-05
125,852665,0.0003091017529690786
126,33481,0.00061375148066385
127,852688,0.00034055106680081155
128,230105,0.00021723792629621406
129,230111,0.00010341913701307164
130,66276,8.255236014636075e-05
131,819946,8.255236014636075e-05
132,852718,0.0006710479910875798
133,1409777,0.00011042143293261348
134,164594,0.00016104160815438878
135,492275,0.00015301435292443228
136,197364,0.0006156153376382
137,131841,9.916958146011203e-05
138,3474187,0.0004240201500985746
139,819983,0.0002375927701257008
140,918290,9.371226560833139e-05
141,33560,0.00011843367802114903
142,394013,9.747453777639498e-05
143,99104,0.0001277769715498877
144,492331,0.00019460741212538996
145,33580,0.000205235224091119
146,197424,0.00033399478609519995
147,983872,0.00013802390073450887
148,885569,0.0005777205020182919
149,852810,0.00013450987072218332
150,295756,0.00023011979696930613
151,164686,0.0001990693387951367
152,1573712,0.00010291362331993852
153,557905,0.00025254818161838446
154,623443,0.00021450752878085803
155,197460,0.00024168105856509049
156,66395,0.00026463852161757035
157,459616,0.00011795709639655579
158,197475,0.00010986921080757134
159,230244,0.0001029780567747195
160,852842,0.00020509191115272225
161,852855,0.00012794911876002306
162,66429,0.00010982067160677385
163,99198,8.255236014636075e-05
164,918400,0.00014887231256549568
165,33666,0.00014901823912889236
166,164750,8.806780818611013e-05
167,820115,0.00016530678964781767
168,230297,0.00013019852766004762
169,754587,8.920227557697737e-05
170,197532,8.255236014636075e-05
171,623518,8.255236014636075e-05
172,99246,0.00024063804266570457
173,361393,0.0003139220539468885
174,492466,9.755091611391967e-05
175,197582,8.919052757999201e-05
176,66514,9.518006672429924e-05
177,787428,0.0007492725493101484
178,492521,8.255236014636075e-05
179,852970,0.00012573112643267799
180,3441660,0.00015883486359586125
181,295933,0.00010371362145518839
182,132095,8.255236014636075e-05
183,852997,0.0001891761259281918
184,820232,0.00017659625507213383
185,66570,0.00015753111651093223
186,656420,8.255236014636075e-05
187,295976,0.00016796105372098277
188,918569,0.0002046212744217253
189,361541,0.0001562478919641561
190,918600,0.0002241554218004299
191,1097,8.255236014636075e-05
192,1098,0.00020872019622313493
193,951374,0.0003534281261745284
194,951375,0.00029300892476635587
195,754767,8.255236014636075e-05
196,459860,0.0001835835051053888
197,394325,0.0002607008793490081
198,296024,0.000357072316152419
199,1113,0.0001630832310407192
200,951384,0.00010626008664336526
201,263271,0.00018158681659183172
202,885875,0.00011009381696117504
203,492663,8.255236014636075e-05
204,1606776,8.255236014636075e-05
205,99449,0.00022852439506454127
206,328824,0.00017029231250318552
207,787579,0.00037697697750318463
208,197757,0.000120012001546893
209,492670,8.664889528053889e-05
210,1163,8.255236014636075e-05
211,165011,0.00014108389532568936
212,3474579,0.00021348688237235865
213,656541,0.00038650531869625096
214,1190,8.255236014636075e-05
215,99508,0.00037610243318909805
216,754879,9.965614014325576e-05
217,591048,0.00010947713152671589
218,33995,8.718180993583352e-05
219,165068,0.00011857378921036528
220,394449,9.127257869986142e-05
221,820434,0.000245989812501407
222,165076,0.00012767152658498175
223,165077,0.0002498788870498908
224,722133,0.00040995342671215304
225,689367,0.00025925798047321796
226,99561,0.00010076761764924287
227,66800,9.604769323434575e-05
228,787696,8.255236014636075e-05
229,1266,8.255236014636075e-05
230,787702,0.00018729333806918451
231,328956,0.00010158043083124767
232,165117,0.00012257259653160592
233,591104,0.00019896241278034027
234,558339,8.555584438618408e-05
235,853254,9.192418234936348e-05
236,230667,0.00019742534058944073
237,1836313,9.496732240996973e-05
238,197921,0.00017839741571332326
239,1312035,8.255236014636075e-05
240,3278115,9.225097980568817e-05
241,951589,0.00015653271197094306
242,165162,0.000117785174487481
243,787757,0.000206939098985864
244,34094,0.00021623138018858086
245,66869,0.00012339967643969536
246,755030,8.748035563110106e-05
247,132449,0.00016120115814536625
248,66915,0.0002517589020947859
249,623985,8.39306881544685e-05
250,820596,8.68902396707511e-05
251,34172,0.00022922488148165068
252,2786685,9.401881598647088e-05
253,230784,8.255236014636075e-05
254,99730,0.0001567126489378372
255,1433,0.0002126839214119278
256,99753,9.696869936065467e-05
257,165294,8.881348055302158e-05
258,99770,0.00014414098011021763
259,230845,0.00011002222588499323
260,34249,0.0002796626438958247
261,755152,0.0001761579475028816
262,296402,8.255236014636075e-05
263,755156,0.000327606334500835
264,1498,0.0002083649998589491
265,2393563,0.0003559148360960038
266,165345,0.00019507358724302884
267,132579,8.915258561950432e-05
268,787940,0.00018601130960618824
269,230886,9.513139344548604e-05
270,165354,0.00012342716231923963
271,624107,0.0001130720575480337
272,3180014,0.00019648949192288984
273,853492,0.00021505486217579897
274,361973,8.255236014636075e-05
275,1213943,8.75964344327726e-05
276,787960,8.388908944907447e-05
277,2393596,0.0005722939484218356
278,558596,9.603450270925731e-05
279,3606027,0.00012423914184731715
280,329232,0.0002252657178274694
281,722448,0.0005676684062079388
282,198162,0.00011814099935018094
283,951825,0.0001860254972774078
284,296487,0.00011290730662570755
285,820780,9.60867209628742e-05
286,99888,8.286788714204501e-05
287,230963,9.600044194088547e-05
288,1589,0.00010594235325788067
289,394806,0.00013193732823863622
290,624190,0.00017135237416565985
291,493122,0.00018558300111648686
292,1611,0.0004348249682687966
293,34382,0.00020379373262862985
294,624215,0.0001258299651573257
295,591459,0.00019578113784148837
296,231013,0.0001257675747109406
297,132710,0.0001049765104910282
298,460390,0.0002604310990455749
299,1476233,0.00038828068270699913
300,2754189,0.00010732675606990418
301,657041,0.00010360616294092458
302,296601,8.255236014636075e-05
303,624282,0.0004647777650592755
304,198302,0.00015714604511768448
305,657062,0.0002449570042187833
306,263852,0.00011869584628061307
307,689836,8.67697090256735e-05
308,919239,9.758609245718691e-05
309,1050323,0.000260074972708219
310,132849,9.72095422074897e-05
311,919282,9.096370123952913e-05
312,132856,0.00011729321928368014
313,329468,0.0001289439452635072
314,263937,0.00016710462530497545
315,591620,8.255236014636075e-05
316,3376900,0.00010381613743201386
317,820999,8.524810649903123e-05
318,460553,0.0001378917181521327
319,493327,0.0002055579251383613
320,100116,0.0001965340048373712
321,165652,0.00026955607282239076
322,198426,9.233613778750384e-05
323,165663,0.00017919285169008407
324,755494,0.00010879192926226463
325,755496,0.00011027375483977435
326,689965,0.00010498496544406532
327,984877,0.0007908191312531939
328,34617,0.00011974561693411268
329,231225,0.00011702515296243749
330,263995,0.00010448905624597254
331,755519,0.00012748669389114493
332,100160,0.00010616539583939488
333,329542,9.977751782528e-05
334,132940,8.255236014636075e-05
335,67406,0.0001183593912090439
336,296802,0.00017526528892645185
337,493412,0.00020124636635842415
338,100197,0.0001091579401745615
339,165736,0.0001096852459933827
340,558954,0.00021432865799580662
341,296815,0.00013257393573346945
342,755570,0.00011698489841847504
343,624504,0.00010103355472682443
344,886648,0.0001971519468568892
345,919418,0.00010542214484933959
346,788347,0.00012916541209285194
347,198532,0.00012375264361042014
348,853926,9.338743048478542e-05
349,231342,0.0002188460222987275
350,657329,8.255236014636075e-05
351,395187,0.000108878411724722
352,165818,0.0002100778544932719
353,133057,0.0002739744534894334
354,362437,0.0002727786847190732
355,165830,0.00020532302484450654
356,296903,9.827855718676008e-05
357,67528,9.189082942335755e-05
358,67529,0.00017372434604010433
359,67539,8.255236014636075e-05
360,985047,0.00012760998230431194
361,165855,0.00013891760781104407
362,919525,0.00015133883621906615
363,231397,0.00015949999200939505
364,67561,8.255236014636075e-05
365,985076,0.0003967290170296851
366,3115003,0.00011765599379575429
367,133119,9.230664755478117e-05
368,821252,8.625468264734642e-05
369,788508,0.000636372684885491
370,591902,8.255236014636075e-05
371,755745,0.00012927978073151846
372,985124,0.0003258548668209468
373,919598,8.255236014636075e-05
374,67631,0.00019050673116522004
375,34867,0.0002695292311028508
376,919603,0.00022648523107612992
377,133177,0.00012911356811524076
378,1968188,0.00011200902390323022
379,34880,8.816128315995688e-05
380,690254,0.00019388019447359278
381,755792,8.255236014636075e-05
382,2130,8.255236014636075e-05
383,34899,0.0001812781344293528
384,788568,0.00013787277762321125
385,788569,0.00017324771686821335
386,788582,8.255236014636075e-05
387,100473,0.0002322641724130549
388,198783,0.00012114273065030618
389,166025,0.00010410315438557742
390,100496,8.765737247417728e-05
391,166033,0.0005122674334028275
392,329883,8.91385868472725e-05
393,264350,0.00046856454653346696
394,919717,8.466293647069939e-05
395,34988,0.00016073508297012275
396,886961,0.0002435747766444504
397,2394289,8.98852420444559e-05
398,952503,9.852877448256665e-05
399,854203,0.00024513494676033873
400,2252,0.00010179415345432728
401,35021,0.00017524141070667377
402,755918,0.0003479056203721253
403,231645,9.260676858093624e-05
404,100575,0.00029289508861345186
405,2273,0.00023402108910796
406,264430,0.00012024688609502622
407,198901,8.530518241256271e-05
408,329978,0.00010870146223343625
409,35076,0.0001787789639066542
410,919812,0.0001236378236344803
411,198922,8.938193958592427e-05
412,690456,0.000103154997082687
413,493848,0.00027757975984185124
414,2330,0.00016242006066066752
415,592161,0.0005043876308568712
416,919846,8.44913566053904e-05
417,428329,0.0008218705089432667
418,133420,9.516558950030765e-05
419,559405,0.0004144351756525995
420,919853,8.255236014636075e-05
421,100659,0.00011096591815236052
422,264499,0.0003666290962790651
423,67900,8.255236014636075e-05
424,3639618,0.00020214055800300666
425,821571,0.0001727133814983463
426,3410250,0.00019996914365860382
427,330061,9.389465220258373e-05
428,821590,8.255236014636075e-05
429,2411,9.623200256889972e-05
430,395633,8.57704232715447e-05
431,919928,8.255236014636075e-05
432,559501,9.59355677139379e-05
433,166291,0.00032953555361029107
434,133528,8.312917905601456e-05
435,264617,0.0001268238438882962
436,362922,8.255236014636075e-05
437,821675,0.00016003732628139272
438,199089,0.00011949564314448107
439,199090,8.255236014636075e-05
440,3475903,0.0005747899359578638
441,494016,9.783473635272192e-05
442,887235,8.816128315995688e-05
443,920004,0.0001526233514157039
444,788937,8.626394445745282e-05
445,952786,0.0006277535288715264
446,756180,0.00034244777643693976
447,494038,0.00011076170780960762
448,952794,0.00017758571292049327
449,100840,0.00011108998816146816
450,166383,8.255236014636075e-05
451,100854,0.00015234402254212282
452,952834,8.255236014636075e-05
453,920073,0.00014682770818044306
454,35338,0.00023555182301045435
455,2578,9.244058409315835e-05
456,199194,9.354899353888481e-05
457,690718,0.0003537697647816678
458,920101,8.886738338585822e-05
459,395819,8.453249909648012e-05
460,625201,0.0001531968327698682
461,625203,9.292693717089853e-05
462,887348,9.036732008061282e-05
463,920117,8.255236014636075e-05
464,68155,0.00011763734981364065
465,199229,8.255236014636075e-05
466,789055,0.00018294329633122193
467,2034242,0.0002111600961859899
468,756291,0.00014576427247978173
469,789064,0.00025607842118615374
470,461391,9.911433978902258e-05
471,133719,0.00025298357194448063
472,363100,0.00011302707947560291
473,297569,0.0001366901405195085
474,920165,8.874733593780119e-05
475,166505,0.0002910508298902169
476,625278,0.00019554929674388914
477,35464,0.0001696257355923319
478,559785,0.0001425840328056087
479,428717,0.00018053920327260907
480,527024,8.646956063558716e-05
481,428725,9.282501924841622e-05
482,2750,0.00013410146273948597
483,133832,8.430977400188217e-05
484,199369,8.255236014636075e-05
485,101072,0.00023050229306409534
486,592595,0.0003159095915154966
487,330453,0.00014082058458143493
488,887513,0.00012166585711389469
489,297702,0.00017825108866173755
490,133883,0.00016534055593623171
491,166658,0.00013423281037886191
492,35587,0.00020854360172535623
493,953102,0.0001038343576624372
494,756518,8.255236014636075e-05
495,363307,0.00018605395431734053
496,101164,9.874318720672237e-05
497,2867,0.00013680790812279866
498,559927,0.0001331592863477229
499,3345212,0.0002867650705634678
500,363327,0.00010757030401837265
501,887619,0.00010021014769667934
502,133957,0.0002496795834518449
503,854854,0.0003124919870811062
504,822089,8.255236014636075e-05
505,330575,0.00014717444822838537
506,133969,0.00013959818560975765
507,854866,0.00013796042705644174
508,887638,0.00017418093031784505
509,789340,0.00014520952472875886
510,133988,0.00018418258176891513
511,330601,0.00021933813734909707
512,166767,8.768827261293936e-05
513,297839,8.255236014636075e-05
514,35697,0.00011591060736249815
515,297849,8.255236014636075e-05
516,396154,9.657994484381801e-05
517,166785,0.00015562763189301814
518,461698,0.0001446637141469832
519,35719,9.35706479084742e-05
520,494474,0.00018699517096025587
521,330634,0.0002370865533387783
522,1772438,9.701301171178467e-05
523,723868,0.00029965552626308765
524,527267,0.00013150691969827157
525,134051,0.0002710220048971519
526,297894,0.00023132831585161287
527,887719,9.132360756318072e-05
528,887718,8.44519780320535e-05
529,461737,0.00011063818656153638
530,658346,0.00024877826709896427
531,756656,0.0001536707544515802
532,2526137,9.418015480635519e-05
533,68551,0.00029139732662306604
534,494537,0.00015272233948092053
535,297955,0.00011679749078943335
536,3056,8.255236014636075e-05
537,855034,0.00035453024407418305
538,887806,0.00011800254350242746
539,756740,0.00011055568438320393
540,789514,8.255236014636075e-05
541,1084430,8.562367016226634e-05
542,756754,0.00014933790984668132
543,527379,8.255236014636075e-05
544,35864,8.712532917533245e-05
545,232480,0.00016612182939266563
546,756772,0.00010955439265653354
547,101415,0.00015230110496590373
548,592954,0.0002746342542193705
549,625731,0.00015302685828696684
