id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,tick
0,193.2359173,-32.33138803,117.0570069,63.0705165,-174.8273627,53.58499979,112.4116297,-29.27367369,134.4941949,-44.20693497,125.7876007,64.00014657,120.1342368,-4.324327102,14.40718572,35.46641207,257.448152,40.22596597,153.8441407,-71.07137605,57.5211247,-96.91406748,-84.68137207,25.48034038,8.7939511,76.28465582,61.77632127,-12.8331894,-16.64010334,-87.94508439,-11.04124018,-121.4254554,74.56046659,10.08262255,40.6301243,-29.30373225,14.30834732,-2.829709353,1
1,-235.7764433,273.4205648,-144.2933398,399.2998136,52.51193272,33.3188256,132.3466894,-119.5173289,-47.44389486,-20.53803584,-10.66996832,44.44415966,7.723714554,32.02874177,-27.56917158,-36.74459354,2.437292657,24.63745362,33.39208887,-33.35077824,-18.53457651,28.45374102,25.97136327,24.90691968,43.51208649,-37.27364189,34.26351171,17.37949248,23.59628542,-19.20839863,1.197830793,5.085775727,-22.43509742,-8.441990307,-11.66399053,-4.220371858,-0.400967027,1.687228972,1
2,-235.7680738,273.4110048,-144.3115022,399.2859955,52.52156604,33.30275572,132.3282851,-119.4866877,-47.42403355,-20.56172986,-10.66963623,44.42694246,7.741993252,32.06867323,-27.57250978,-36.76055941,2.434488184,24.61559397,33.33617025,-33.3505517,-18.54230388,28.41264632,26.00285687,24.91871708,43.50212892,-37.25923601,34.22722984,17.34845706,23.6198752,-19.15452938,1.190998041,5.120387832,-22.42278413,-8.442122366,-11.64823871,-4.236190068,-0.425952647,1.690962558,1
3,-365.1135245,101.0296327,166.9036163,-244.203335,-234.6804572,52.12866922,180.3405807,6.806422526,50.61133098,-0.351564059,-74.77368018,64.6087763,-110.3846493,-44.88316972,-41.29086146,-54.95338951,-14.74044245,-2.491835296,7.234202386,14.15095269,-5.751128447,45.24633795,-31.80449391,-45.29540622,2.515851197,-2.203375043,-9.852507741,3.903720293,-2.078774976,5.027736606,12.57258746,-4.156235063,-15.49537883,8.057561564,-0.818822359,-12.26450877,7.749420793,-4.077230567,1
4,-365.105155,101.0200727,166.885454,-244.2171531,-234.6708239,52.11259934,180.3221764,6.837063658,50.63119228,-0.375258082,-74.77334809,64.59155911,-110.3663706,-44.84323826,-41.29419965,-54.96935538,-14.74324692,-2.513694949,7.178283768,14.15117922,-5.758855818,45.20524324,-31.77300032,-45.28360882,2.505893618,-2.188969163,-9.888789608,3.872684869,-2.055185187,5.081605854,12.56575471,-4.121622957,-15.48306554,8.057429505,-0.803070539,-12.28032698,7.724435172,-4.073496981,1
5,77.13968194,-268.8261068,-326.4534094,-118.0832398,-102.620758,49.06458633,170.4974153,-93.34406485,-46.56626593,383.0109713,37.22663529,-29.84889366,109.5216511,-154.4336933,-41.42996839,65.61043552,-59.08718981,-12.76931264,53.14533403,1.960921591,-159.200838,48.70383597,4.813264272,44.07301424,57.24610703,33.27187083,28.09912584,-1.367710659,-4.543479556,-22.04912753,-10.25150604,24.39003181,24.14564494,-39.75588456,-3.096938818,18.75456985,-26.63045088,-0.37652247,1
6,43.39249168,-209.7259537,25.36566091,113.4387222,-82.27437023,142.049685,-158.1787667,-162.8408916,-20.43320874,69.45394854,-154.1177479,-70.57610011,-128.212661,194.891455,-128.66527,191.231859,105.3145977,8.551268124,57.59150547,110.7302901,33.76020131,91.56837057,-42.59427166,-76.77527761,-19.01682938,-20.35784787,46.95315122,30.91322763,-34.20025203,58.14483153,-127.8564078,-4.311194702,-34.35167749,33.07803709,-7.139381998,21.28407788,22.24625811,-4.220068686,1
7,-39.65084315,-320.427091,354.1376948,105.9475666,273.9499075,27.31446062,42.72944518,-105.4485668,30.76559546,22.11053355,-62.66125744,32.30588139,8.708731736,-73.74289006,34.93189219,-50.74339759,-14.98491104,88.70452393,12.34597214,-32.94182892,-22.87242885,0.358579672,2.168800603,-0.954559992,-43.21577058,21.70480519,-1.668074728,-2.089348455,-14.26584652,-32.3093537,31.28076236,51.31087656,-13.34856204,-20.07691317,-23.56610143,3.381692417,11.35002487,-145.7456012,-1
8,-49.57791658,-307.0569945,389.5130421,78.03875807,241.6455863,62.44217308,63.08005348,-92.26042606,15.10333232,47.74663238,-40.22890343,-5.345985679,4.711076048,-66.84439823,62.41779255,-48.86646905,-51.06795407,27.17361621,13.20244718,-33.52250021,28.89345919,-6.404318914,-6.978575287,14.33717026,27.91848143,11.5237174,-0.793080761,11.16436062,11.66059085,8.46287257,-15.34746966,-12.47051798,-29.00861207,-25.8921189,-18.26356563,-15.05454418,-4.854460788,153.8954382,-1
9,234.5717731,324.4352774,112.6759833,-116.8599822,18.83696555,324.7990212,-132.0017433,-190.016304,-125.4389202,70.2637928,144.5110312,216.2014529,-116.3678708,-75.6402506,127.7636353,95.85628696,-39.34810782,-11.15797902,-89.99306429,-9.74310699,-60.04637975,-105.1141969,21.51040451,7.808086955,-79.01139557,-28.01784263,17.79895596,-27.91832466,52.6327282,24.03257831,-29.00261505,-8.552990449,5.259125892,14.02692887,3.621442504,19.86913089,-6.448302905,-2.809136863,1
10,205.1969463,186.2325113,35.02549992,79.46295711,-12.44702044,70.04532943,-56.62369383,100.0199501,-44.26049843,186.9652324,42.56066036,-195.7780658,-155.1738806,-102.283772,-176.046949,-39.79269287,32.62141273,117.2555653,-86.27083556,1.67105871,160.2189229,6.081736483,-42.24509122,61.70550684,-6.952191318,-59.05105197,-101.2709072,-74.20655938,-68.29702678,-77.43339367,55.53417824,-40.42843622,-33.36365962,-79.35194243,-4.64910598,4.104773205,24.75272568,0.133304425,1
11,-39.31255163,188.6925979,104.1929578,15.35095712,-14.42040681,-28.99897138,-64.61492219,21.55558104,-99.41957203,-85.57014548,-213.2281407,-162.3838245,66.02242861,-181.9595725,262.9539593,142.3509585,114.3398715,-167.0848725,-40.19497687,32.49280315,-15.48277458,95.04172989,1.392052826,29.98867347,81.97879654,-3.31702568,-44.89296977,1.113346142,-36.93801887,-75.38568652,-31.64732434,7.308766568,16.77080862,-30.31167222,35.27431787,14.44973042,-20.90113869,-8.771558129,1
12,143.0600975,-28.62458168,-49.54614563,43.75229723,91.97425014,-30.5179349,-21.90005371,134.1034736,-26.27438979,50.29313508,122.1349296,101.6447606,-65.86584159,49.44706721,142.511654,-149.9128196,-26.23221359,-48.9191434,41.7097131,-12.79189847,-13.86010041,225.516716,-74.07352686,-28.12934772,1.60871706,-26.77213143,41.19863612,-142.0717065,-129.9631233,10.97541276,-9.767026051,-69.29640341,-17.35597492,114.4429182,-17.67107728,14.93954414,-45.87531803,-3.216918218,1
13,101.095259,4.181265756,8.148197446,36.335909,24.72359163,0.024846694,-180.4813328,133.43869,-90.44583474,-0.89682819,50.77243107,32.74225971,-131.3491056,-40.18023838,-15.4300238,-69.14574133,-28.72328191,-9.287528366,153.8573348,62.10363581,-23.06588173,132.0156589,-54.96773221,97.03047494,29.84455607,92.87139434,-84.43639155,139.6294478,189.3602878,-1.967221878,20.09865585,9.074167132,81.19607265,29.03169038,-3.966618426,-40.15468351,54.2920802,-3.702227699,1
14,29.95357303,-33.17225747,6.452680365,60.65561687,-1.922551087,-184.9755401,6.986791699,70.37533855,-147.2136743,-66.44557178,-6.029244171,-39.71871023,-150.8723937,-108.6234882,-41.73408882,-83.42774106,-113.2354719,-53.88914454,49.24757741,100.6269837,-29.59202477,-178.9476336,-33.57077737,66.58051709,-6.10041279,43.55615669,146.0660407,97.00926799,-96.60239742,21.46771752,-45.37329638,-57.24830876,-51.1365052,6.954383638,101.8656346,64.99547952,-4.97056223,-8.599021228,1
15,-177.5650154,-234.6479127,-166.9952405,127.4602025,-41.5450746,8.465507246,-24.63244403,87.91884604,144.5630207,-86.79854509,205.1433047,106.8288608,-96.13650413,-75.01198035,56.42940515,179.1393193,-66.87759915,-83.91530248,92.1518643,7.032181178,65.19597983,-21.45761891,77.77663953,-68.03195876,-83.25706461,-62.60236626,-135.2256264,96.69734039,-87.74176309,-79.49450137,20.26377494,24.20213449,-50.47752093,-21.10891347,-10.10792089,-9.811149326,-21.14231031,6.470032384,1
16,-56.28563554,-127.9072056,-59.30982725,-79.36459623,-172.7269271,99.10443535,-57.40612476,140.0204941,-140.264801,3.948076055,23.53122507,-42.88739734,117.3936349,-13.44213724,154.8679735,-31.67297481,35.1026457,244.0597341,-67.80470473,-28.99989471,147.1876542,43.85520907,97.83530785,26.63070904,-4.132182675,-89.66051709,132.0030866,143.5969726,11.33665433,27.83074406,19.94882681,30.13618921,-15.27491176,42.95481725,-8.842799936,-7.64331344,-30.31489082,-2.706306646,1
17,-134.0479963,-60.91485403,-131.7516434,-183.3137133,3.539403541,76.58342842,-180.1848734,-223.8672321,-166.4613636,-279.7354491,75.71890402,-124.101183,143.7140008,-98.63167648,-104.7819071,-83.55163205,-50.8537855,85.91617634,139.9585137,30.59327761,-14.06510299,-5.967457816,-84.57832139,-68.74076675,-14.99039389,-53.76713906,-40.58543865,-104.6594362,7.821958349,-44.46571996,7.632370211,45.74761984,8.461921615,13.4674986,19.42768353,21.03618395,-25.47132723,12.13212579,1
18,76.31796236,199.3262264,109.3825465,-2.903512939,-12.45178239,-166.5126184,-181.2713598,131.9177487,38.2233848,28.58970643,35.13384514,86.56316483,73.62905565,-116.0457325,-82.60534212,132.9583905,-28.11705388,34.50869754,65.56939301,-36.34603722,18.45364375,-63.31164653,-39.93431915,-83.54715538,185.8537962,70.72591158,67.94108826,-41.53713758,-9.952744208,63.45473982,-5.195579048,75.70759415,-105.4837064,7.778742365,-107.2123965,-52.86517638,-11.64271291,-6.575634237,-1
19,-98.26480185,-22.88411113,10.31069582,60.30320305,-62.80408005,-40.91499959,-61.42072977,75.85990869,44.90229898,-12.30677212,33.52194318,35.67512707,64.7919763,34.42014294,36.62527689,42.72697777,-32.47830419,42.2197425,-66.19651924,-32.12810904,-34.85453177,11.99424778,9.7325319,-64.06364116,26.23383452,48.55103001,16.59542474,-31.70628949,-8.897710948,-29.85190474,61.98019073,23.31634751,49.98082886,10.46719768,-20.74564863,190.707588,165.9284584,21.97772983,-1
20,270.14882,43.88208029,143.4145454,-76.22722622,61.75539329,-61.19356751,232.6797936,-14.40157613,-68.17512737,-57.37979264,63.36694076,-19.99819737,101.977655,194.3959586,2.86494873,149.5440616,-114.5828305,55.50684251,-38.91181682,145.1301744,-37.6554936,1.848344119,-69.86803996,-34.55663832,121.7327961,-83.82128372,-86.07913661,65.61469732,36.83409843,2.17144354,106.7163135,-93.92129239,-26.85701917,17.17560226,25.00893367,17.89530584,-37.26685179,-13.57954247,-1
21,-17.82207644,2.94085354,-89.26112716,-2.980775734,13.904401,-101.9796415,-148.7864124,-7.876848998,13.40640652,-85.09280779,-145.60043,100.4882772,-41.47248131,19.28119274,-33.39118893,35.49287374,-98.84145627,101.3716681,-94.5344186,-39.45353091,-96.4592713,2.532526401,-54.85757285,-23.43283753,-21.47861764,-23.43102375,35.65128429,51.14047594,-117.0806266,-15.20025294,8.381012716,-85.02307399,193.1029099,-92.09887348,-78.60671755,-62.03361105,-24.90721203,10.36003038,-1
22,258.119337,69.64203983,-1.836750413,-15.3481561,5.655405747,-105.8427413,202.3673304,95.92527106,-127.5155755,-28.57303,-28.13327982,-23.0168146,19.02822177,73.86614363,38.34163339,89.11439297,-134.1075526,9.770833737,30.60692116,12.99745426,41.07206495,40.13929964,25.18649788,-73.52703865,-146.3168303,25.42900992,90.76613103,-96.4835525,23.71029738,-73.28896534,-40.42692995,102.8304044,9.594898302,-36.62728911,60.7870391,-108.7851831,88.80003614,12.11708158,-1
23,267.1663833,259.1293512,27.42897836,-137.9638538,68.55945674,-73.17877554,-57.92380134,-29.01802929,390.6334813,12.17027398,-111.6476113,-7.804984984,101.8951946,-34.27150702,-44.2829135,-14.63277829,-106.3432548,18.02664231,117.380552,-83.10926227,15.14078633,70.65543982,21.51578366,81.16157445,-64.92766717,-144.0166523,17.66579149,52.27477975,23.54823232,33.6230429,-60.41708028,9.816672329,-12.16210035,-5.809243876,54.2841493,55.37001702,-7.327279937,-0.138513773,1
24,288.9261473,28.23623312,-77.5632331,-69.36387998,33.90975482,-108.3789737,-34.48594958,-152.2275109,110.779307,-50.04616032,42.71284436,-6.549000823,-10.25362476,-77.37259018,-26.02568869,-162.3353098,158.8980541,-56.82716792,-67.2414671,175.8603374,-53.11433049,68.44677024,164.6002955,-148.1087634,-28.23556684,24.18220123,69.43690935,51.12845041,29.1819629,-14.19760143,71.04542393,-46.78640279,-56.80691115,-59.35949267,-39.41437019,-20.81284031,19.86857476,10.2207735,1
25,-7.516920701,-99.59324214,-3.949746127,-14.1683681,-67.41122234,-208.9935952,-80.97003726,-74.26566809,-165.4132156,66.93154233,-157.4112372,115.3238309,137.6549277,-40.61822442,-122.2809831,0.067576746,-20.67413474,-73.09107561,-67.66230246,-95.01667548,33.02752866,-43.45847969,108.8971078,37.39311604,-59.75048373,-31.42926225,-100.7159102,-13.0171793,28.65088136,-49.34055919,-17.54431579,-123.5262036,-47.4913881,146.445999,-15.20732901,-35.89290627,42.78796704,-2.571335292,1
26,-53.5972526,26.06416122,-201.7510088,-122.1337689,209.6023304,-94.25231003,107.8674884,-187.9383969,26.18638042,36.23889738,1.618642957,-54.44149538,-109.4893494,-54.34151223,27.28191583,57.32255551,-11.03803984,-51.93344607,2.900010161,-51.79625184,257.2568504,-21.35387132,43.17024777,-65.57335171,65.25542239,69.81834994,-0.626004078,-15.70750868,1.802578055,129.1395549,56.21547354,1.332123398,126.3894887,54.57759754,37.84144739,3.622464878,-3.712583818,-11.16760601,1
27,142.0509672,6.740604497,30.56029023,-133.1394373,-27.18392625,-180.3527818,96.75240943,-15.76106315,-143.7311613,-40.79443729,73.13666147,-32.71685938,-68.30344296,141.4569344,-24.16713402,-51.43110636,38.61519563,-69.29714216,-29.32835684,-193.5769226,52.74515722,14.34032831,-17.44189728,-39.56821306,-33.20884544,57.59754178,-20.29715601,58.2954816,78.39870804,-68.93153647,-108.3154778,30.42381079,-13.98654547,-77.69309236,-89.10683532,92.72464529,-90.53928999,-5.274971089,-1
28,-52.97534798,-107.0564263,30.5861525,102.5556742,-157.134274,-52.98395514,-78.59152997,8.983165711,-53.9558086,-25.40525038,-32.31082001,-49.30370477,13.74415576,39.55946059,16.94038337,81.16744054,30.28208861,-112.885471,48.93915399,-91.13583899,-26.96601156,20.06796801,-47.490465,82.37956975,-151.95338,-6.028059279,54.31070976,-73.23799348,57.83261142,155.9838314,195.4622315,-32.54210353,-50.24999335,-81.42991031,-6.53567067,4.836439186,-29.82447519,2.513598571,1
29,-217.9490835,142.9288565,-132.7595982,-39.8759703,131.8961684,221.3736393,-143.1181945,69.7368326,82.9492041,149.010911,-71.30173721,-38.622454,203.3770829,126.1939566,36.70801738,-85.95707788,-90.26666453,-94.60600937,-48.52335788,30.35410725,79.00808882,-51.07722275,-121.6383654,-87.8840984,-76.07696961,156.0599146,2.533443787,78.62692744,-5.466485507,-53.99346581,23.5249387,-38.91985828,-55.1191899,-13.33760787,20.20401367,-17.32154322,-19.92922218,-6.404946973,1
30,222.4975194,36.96994307,101.7934568,90.89411189,-146.2935438,26.74500159,50.72785893,-39.43350364,-12.31315432,70.5746082,7.156541704,-100.2961402,57.7819203,73.65263945,27.6550903,-155.2938622,31.30535757,-165.4337857,19.6396232,31.66601931,-18.74570292,-134.5052792,-50.58857759,3.963555118,-12.21988308,-110.4793851,-50.92139213,68.70750704,-97.47258699,43.74061662,32.85562796,153.9271078,80.70231514,71.63185602,-85.6422411,-26.76029769,26.72576787,5.554980512,1
31,-184.0507574,18.62852314,-27.84016238,-230.9673891,373.9740093,167.5742353,47.64088269,309.4979521,-110.7311578,-5.798880587,-1.960967597,3.914751956,14.36792417,47.66043042,-155.9361693,42.35866199,169.2718242,-95.57953223,65.70810243,-39.83440868,-82.17750939,-47.52645152,84.33436988,-11.95825655,11.68348494,-116.8217596,48.61527298,-2.611759588,-2.796120622,11.31561589,6.3832759,-12.73827279,34.91616155,-10.07616458,1.465354359,3.304954234,15.79909429,1.689653703,1
32,-141.9535424,7.675144006,-198.9338731,-79.12555692,63.14088928,-131.5171199,-9.009257199,19.8007994,126.2247956,66.55272701,-51.43320586,-208.7044377,-165.9749658,72.54049209,234.4436344,-1.528438295,38.86962457,145.050098,60.67485426,-2.709550399,-121.7298463,-161.2162972,-14.72815631,-16.82486438,-27.01497132,-28.61824757,-38.04414414,-65.40578991,84.6065986,-14.78635212,-23.57072908,-52.43529223,-44.43906575,49.75740363,-60.89891713,-23.87957234,18.41969198,0.72462709,1
33,-234.4890915,-71.71306234,8.964847604,-139.4938898,37.85845942,-45.54645397,-40.98635668,-79.23409541,142.0875375,-68.15179366,132.7109987,-24.55155655,2.504873644,94.36907402,-45.36537076,64.06592122,-34.21302449,-92.38910546,-116.9486554,146.2231827,67.97942443,10.49962199,13.82919063,253.9520746,21.11001685,11.09510176,113.4285977,-71.60348716,25.24016885,-95.07176978,-8.451515951,32.9620416,12.72271993,26.59075608,-74.17859697,-15.6418092,-5.21451927,-3.103475347,1
34,-33.04620376,-55.70612825,-185.5533314,-124.6295951,116.1132019,-180.3197842,-19.79134232,-76.06145066,4.78162533,-16.55247935,32.66804562,166.6786967,-7.806852735,36.85275056,16.03095119,-11.15185072,192.10576,68.92126221,-153.5280326,-46.08549885,-49.16887901,21.57850921,-164.9018302,70.31771695,5.47381371,-8.075751289,-71.34087865,52.39375355,-49.08543602,40.03535464,-2.665514425,108.7654431,-76.34078514,-19.14516899,104.1733652,-33.0215421,39.88573549,15.8869607,1
35,34.34867226,187.160885,66.88088732,44.11015227,33.44753845,18.20416935,99.32846922,76.83945671,26.88054555,-71.20781979,-2.012540722,-72.67853376,48.56359703,-8.658397866,-87.92013496,67.31381287,55.05860397,143.6421164,-16.89754776,57.82226824,-101.4549591,23.27305951,114.6979296,64.30472204,-132.0078482,207.3745491,-95.14503744,-2.915519742,-85.78252127,61.22723231,-0.878941616,54.50061675,23.03402935,85.21992071,-8.562419253,26.21203544,-74.40414072,22.00821017,-1
36,-60.43938529,0.351255492,88.02705926,-102.1117087,-111.0775014,13.93353112,-165.238622,-60.15593304,-39.48442529,40.69892998,43.4737718,13.60122301,11.0968404,240.9432266,71.56989161,-98.61154301,-48.0089558,6.326921832,96.25866201,-39.19150997,-17.96431597,-21.32641041,205.6289718,62.992176,135.54905,55.24052734,-80.92844341,-51.97757647,-89.69215534,33.65626655,-18.54041433,-4.503070514,-7.274153988,-101.2983812,76.54410335,-30.94580453,18.98211155,-12.18532984,1
37,-40.2038686,-106.2435252,127.6776626,180.931824,-95.36172041,-19.19241974,-147.7566763,58.02210651,133.2251166,40.38401104,60.54742675,-97.79603087,-83.28965761,25.96453196,-95.42265247,-2.37108095,-16.101905,-33.74645237,-150.5897788,-97.06906174,-101.8539907,-13.7214091,32.14463749,-108.5403983,60.74461053,-23.12295951,48.92255394,-30.64451467,92.23076216,-68.48008852,37.21267777,57.92206631,58.62926735,72.49493927,136.1477385,-21.96987167,-81.25328686,3.947712152,1
38,-15.47827229,-105.9110014,-55.27532778,142.1322375,-54.98504566,-73.56441009,3.187206308,160.527189,13.5304631,59.75458604,-135.5301159,229.0537218,65.75115813,-8.952550854,26.0847738,-73.5217945,51.33168519,30.75733018,0.00622172,214.1190064,98.28224428,-91.2693318,2.556421395,-17.43880876,-14.19662992,-46.27313989,-65.81598283,-129.179474,100.4777131,32.55448911,-55.08406639,37.78405397,59.15257904,-59.24373904,18.23492129,51.33942343,-71.01119701,1.589017426,-1
39,-130.8373678,-62.36254722,36.39909462,117.2659516,-41.81193924,29.35591283,65.74816103,77.00186,49.41195781,-76.24012941,225.5909093,-144.1932986,128.2922985,-89.12293905,-9.53166136,-26.35878157,-42.37760154,-44.16912782,-145.669085,-1.96398506,-27.03522813,24.19840207,-23.43341384,-23.00788184,-11.50871835,-18.69634862,-52.27705193,-11.27453104,39.79572559,165.632324,-168.0557457,-84.95255348,17.1968769,-44.00891454,-4.747982682,-37.49524821,52.37734371,-27.17155317,-1
